"ResponseId","mTurkCode","IPAddress","LocationLatitude","LocationLongitude","StartDate","EndDate","duration_seconds","gender","education_level","house_income","AI_educated","AI_attitude","learn_anything","assignment_undesirable","assignment_jobs","assignment_oversight","assignment_recommender","assignment_beneficial","score_undesirable","score_jobs","score_oversight","score_recommender","score_beneficial","control_undesirable","control_jobs","control_oversight","control_recommender","control_beneficial","treat_undesirable","treat_jobs","treat_oversight","treat_recommender","treat_beneficial","attention_question_code","attention_question","attention_correct"
"R_38IVlJWoCZuu2eB",6619628,"207.89.35.170",41.515899658203,-81.681503295898,"2018-04-04 05:50:42","2018-04-04 05:52:33",111,0,4,2,3,4,0,1,0,1,0,1,3,4,5,1,4,NA,4,NA,1,NA,3,NA,5,NA,4,1,"undesirable",1
"R_2QG4KCXR0Sr5iQI",4572776,"199.193.146.82",37.348297119141,-79.157096862793,"2018-04-04 05:51:34","2018-04-04 05:53:52",137,1,4,3,3,4,0,1,0,0,1,1,5,4,4,4,2,NA,4,4,NA,NA,5,NA,NA,4,2,5,"beneficial",1
"R_ue2QmHounoU3bcB",8064446,"24.20.183.99",45.58479309082,-122.9116973877,"2018-04-04 06:05:29","2018-04-04 06:08:17",168,0,3,1,3,4,0,0,1,1,1,0,3,2,4,4,4,3,NA,NA,NA,4,NA,2,4,4,NA,3,"oversight",0
"R_307C2Ai2joWEmaS",9678129,"73.61.19.207",42.3583984375,-71.059799194336,"2018-04-04 06:22:05","2018-04-04 06:24:03",118,1,2,2,3,4,1,1,1,0,0,1,2,1,5,2,4,NA,NA,5,2,NA,2,1,NA,NA,4,1,"undesirable",1
"R_2WSvNgaiilHGJic",4807188,"50.203.90.164",37.619201660156,-77.496002197266,"2018-04-04 06:30:26","2018-04-04 06:32:36",129,0,2,2,3,4,1,1,0,1,0,1,4,3,5,2,4,NA,3,NA,2,NA,4,NA,5,NA,4,5,"beneficial",1
"R_pcIDtLc3j55a9j3",437956,"103.66.79.155",13.083297729492,80.283294677734,"2018-04-04 06:32:24","2018-04-04 06:33:20",56,1,2,2,5,5,1,1,1,1,0,0,3,3,3,4,4,NA,NA,NA,4,4,3,3,3,NA,NA,2,"jobs",1
"R_3GlkNh8HquzlILL",3011930,"107.1.58.90",33.202301025391,-84.230598449707,"2018-04-04 06:31:42","2018-04-04 06:33:45",122,1,2,2,3,4,1,0,1,1,1,0,3,4,4,2,4,3,NA,NA,NA,4,NA,4,4,2,NA,2,"jobs",1
"R_pbglaHhKsGDBLHP",8459611,"184.74.46.178",42.946197509766,-78.861602783203,"2018-04-04 06:38:35","2018-04-04 06:39:46",71,1,2,2,3,3,0,0,1,0,1,1,2,2,4,2,4,2,NA,4,NA,NA,NA,2,NA,2,4,5,"beneficial",1
"R_33meFKgEIZag73v",5387846,"68.10.136.114",36.846298217773,-76.097900390625,"2018-04-04 06:36:57","2018-04-04 06:40:18",200,0,4,4,3,2,1,1,0,0,1,1,3,4,3,2,3,NA,4,3,NA,NA,3,NA,NA,2,3,5,"beneficial",1
"R_db7Ol45FmI2IEHn",9694288,"173.68.21.31",40.602401733398,-73.763702392578,"2018-04-04 06:26:34","2018-04-04 06:40:21",826,1,3,1,4,3,0,1,1,0,1,0,2,3,4,4,3,NA,NA,4,NA,3,2,3,NA,4,NA,1,"undesirable",0
"R_2fcTMFOSPbK0IqB",7753561,"216.66.74.22",31.628601074219,-97.098899841309,"2018-04-04 06:38:19","2018-04-04 06:40:39",140,0,1,2,1,3,0,1,1,0,1,0,3,5,5,2,2,NA,NA,5,NA,2,3,5,NA,2,NA,2,"jobs",1
"R_1i9yPaf6A14XAxr",6329583,"65.172.148.20",40.332504272461,-75.855903625488,"2018-04-04 06:58:09","2018-04-04 07:00:12",123,0,2,2,3,3,0,1,0,1,0,1,3,3,3,2,3,NA,3,NA,2,NA,3,NA,3,NA,3,1,"undesirable",1
"R_Dw0ZY1Q4vX8CvKh",4714743,"64.62.232.67",37.751007080078,-97.821998596191,"2018-04-04 07:00:14","2018-04-04 07:09:27",553,0,4,1,3,3,1,1,0,1,0,1,2,3,3,1,3,NA,3,NA,1,NA,2,NA,3,NA,3,3,"oversight",0
"R_3fZWAm8ZEbG6cvq",4557319,"168.169.226.88",42.986404418945,-78.727897644043,"2018-04-04 07:15:18","2018-04-04 07:16:32",73,1,4,3,3,4,0,1,0,1,1,0,2,2,4,1,4,NA,2,NA,NA,4,2,NA,4,1,NA,3,"oversight",1
"R_3FXPJ81lr8hqQir",6016099,"23.31.14.43",25.756607055664,-80.407600402832,"2018-04-04 07:15:52","2018-04-04 07:18:19",147,1,1,1,4,3,1,1,1,0,0,1,3,4,5,3,3,NA,NA,5,3,NA,3,4,NA,NA,3,5,"beneficial",1
"R_PzcBapR2svcQETL",8892807,"96.69.151.57",40.373504638672,-104.72039794922,"2018-04-04 07:33:18","2018-04-04 07:36:53",215,1,2,2,3,2,0,0,1,1,1,0,3,5,4,2,3,3,NA,NA,NA,3,NA,5,4,2,NA,2,"jobs",1
"R_1LvYWOVrh4uFVia",1639189,"38.95.109.52",34.054397583008,-118.2440032959,"2018-04-04 07:41:12","2018-04-04 07:42:50",98,1,2,1,4,3,1,1,0,1,0,1,4,5,5,4,3,NA,5,NA,4,NA,4,NA,5,NA,3,3,"oversight",0
"R_1Ne79hS2VfvNiSn",9214328,"107.195.146.63",34.867492675781,-92.400100708008,"2018-04-04 07:49:14","2018-04-04 07:53:08",234,0,3,2,1,2,0,0,1,1,0,1,4,3,4,3,3,4,NA,NA,3,NA,NA,3,4,NA,3,2,"jobs",1
"R_ULT5iXH6lwdwLn3",3779282,"71.93.108.88",34.062698364258,-117.88960266113,"2018-04-04 07:53:13","2018-04-04 07:55:06",113,1,4,2,4,4,0,1,1,1,0,0,2,2,4,4,4,NA,NA,NA,4,4,2,2,4,NA,NA,1,"undesirable",1
"R_1Hc4IEzdQmgzMPL",1129517,"67.11.161.248",29.48860168457,-98.273498535156,"2018-04-04 07:54:44","2018-04-04 07:56:43",119,1,1,1,3,3,1,1,1,0,1,0,3,3,3,3,4,NA,NA,3,NA,4,3,3,NA,3,NA,2,"jobs",1
"R_27qfJGT9gvI97To",4808495,"223.182.207.247",10.992492675781,76.961395263672,"2018-04-04 08:00:50","2018-04-04 08:04:17",206,1,4,1,4,3,1,1,0,0,1,1,4,5,3,3,2,NA,5,3,NA,NA,4,NA,NA,3,2,1,"undesirable",0
"R_10rcta230FBHIqo",2474684,"97.101.210.162",28.325698852539,-80.612197875977,"2018-04-04 08:07:15","2018-04-04 08:09:34",139,1,2,1,3,4,0,1,0,1,0,1,5,5,5,1,4,NA,5,NA,1,NA,5,NA,5,NA,4,5,"beneficial",1
"R_1f13g0S9MCmYh2G",4002418,"73.236.103.136",40.572799682617,-79.724800109863,"2018-04-04 08:07:21","2018-04-04 08:10:41",199,1,2,2,4,5,1,0,1,1,1,0,2,2,5,3,5,2,NA,NA,NA,5,NA,2,5,3,NA,3,"oversight",1
"R_2YY4C7lRfGwFnqt",7428846,"24.229.161.12",40.58740234375,-75.091400146484,"2018-04-04 08:16:20","2018-04-04 08:18:42",142,1,2,1,3,2,1,0,1,0,1,1,4,4,5,2,3,4,NA,5,NA,NA,NA,4,NA,2,3,5,"beneficial",1
"R_1mlMAJRH9kIEpDN",5184451,"216.69.100.88",40.782501220703,-96.638999938965,"2018-04-04 08:18:34","2018-04-04 08:20:04",89,0,1,4,4,2,1,1,1,0,1,0,3,5,4,4,3,NA,NA,4,NA,3,3,5,NA,4,NA,4,"recommender",1
"R_2wbPkLqNqHtU9rv",2342568,"99.118.217.214",29.968002319336,-90.029296875,"2018-04-04 08:16:41","2018-04-04 08:20:22",220,0,0,1,2,3,1,1,0,1,1,0,4,4,5,2,3,NA,4,NA,NA,3,4,NA,5,2,NA,3,"oversight",1
"R_1CrnLqOOZDBhxj5",4794473,"41.218.244.125",5.5500030517578,-0.21670532226562,"2018-04-04 08:12:11","2018-04-04 08:21:08",536,1,2,4,5,5,1,1,0,1,1,0,5,5,5,4,5,NA,5,NA,NA,5,5,NA,5,4,NA,3,"oversight",1
"R_2Enm6VLIL8uQ80r",8970829,"75.118.63.115",41.49690246582,-82.017601013184,"2018-04-04 08:18:36","2018-04-04 08:21:34",177,0,3,1,1,3,1,0,1,0,1,1,3,4,4,2,3,3,NA,4,NA,NA,NA,4,NA,2,3,2,"jobs",1
"R_3RrpLnZJglidLUK",8679819,"107.12.41.186",34.798400878906,-77.359199523926,"2018-04-04 08:19:44","2018-04-04 08:22:12",148,0,3,1,2,3,1,1,0,1,1,0,2,3,4,3,3,NA,3,NA,NA,3,2,NA,4,3,NA,4,"recommender",0
"R_1Q9EIuMsAFXAxng",5344290,"107.77.202.40",39.05290222168,-76.681098937988,"2018-04-04 08:21:26","2018-04-04 08:22:55",88,1,3,2,4,4,0,1,1,0,1,0,3,2,5,4,4,NA,NA,5,NA,4,3,2,NA,4,NA,1,"undesirable",0
"R_3De9dH1QKbks4Z6",8372077,"174.226.132.237",37.470199584961,-79.065200805664,"2018-04-04 08:24:19","2018-04-04 08:25:53",93,1,2,2,3,1,0,1,1,1,0,0,5,5,5,1,1,NA,NA,NA,1,1,5,5,5,NA,NA,1,"undesirable",0
"R_1rP6mNIpc4BBAMR",4392832,"73.84.119.157",25.661499023438,-80.412002563477,"2018-04-04 08:28:44","2018-04-04 08:31:05",141,1,1,2,3,3,1,0,0,1,1,1,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,3,3,3,4,"recommender",1
"R_1eIw9BCAPDj5IJo",9897646,"68.57.24.140",34.773498535156,-85.346199035645,"2018-04-04 08:35:07","2018-04-04 08:41:45",398,0,1,1,1,1,1,1,1,1,0,0,3,2,4,3,3,NA,NA,NA,3,3,3,2,4,NA,NA,1,"undesirable",1
"R_1FKcQPF5G5vDKna",463955,"128.239.200.120",37.270706176758,-76.707496643066,"2018-04-04 08:43:11","2018-04-04 08:45:21",130,0,1,1,3,3,1,1,0,1,0,1,4,3,5,2,4,NA,3,NA,2,NA,4,NA,5,NA,4,5,"beneficial",1
"R_3MKUamdQAsz3ozr",329848,"67.158.89.24",33.472106933594,-101.93979644775,"2018-04-04 08:45:33","2018-04-04 08:47:35",122,0,4,1,3,4,1,0,1,1,1,0,4,2,5,5,3,4,NA,NA,NA,3,NA,2,5,5,NA,4,"recommender",0
"R_sh9eyCvxjgLWJGx",1891166,"104.137.106.179",30.615798950195,-87.316200256348,"2018-04-04 08:50:19","2018-04-04 08:52:20",121,0,1,1,1,3,1,1,1,0,0,1,3,5,3,3,3,NA,NA,3,3,NA,3,5,NA,NA,3,2,"jobs",0
"R_1dlWYg7TQO1dPYV",6921403,"23.112.240.10",32.71940612793,-96.612503051758,"2018-04-04 08:59:31","2018-04-04 09:02:31",180,0,1,1,2,2,0,1,0,1,0,1,3,2,2,2,2,NA,2,NA,2,NA,3,NA,2,NA,2,1,"undesirable",1
"R_2rTuSPn9rjSVFvO",4498994,"73.27.157.82",26.905502319336,-82.033996582031,"2018-04-04 09:02:35","2018-04-04 09:04:52",137,0,2,2,3,4,0,1,0,1,0,1,3,4,5,2,3,NA,4,NA,2,NA,3,NA,5,NA,3,1,"undesirable",0
"R_22PHP1sG1PY1Ql7",50060,"24.147.18.104",42.426300048828,-71.454200744629,"2018-04-04 09:02:00","2018-04-04 09:05:05",184,1,2,2,4,4,0,1,1,0,0,1,3,2,4,4,3,NA,NA,4,4,NA,3,2,NA,NA,3,1,"undesirable",0
"R_oXNVQk0XXxKkoHT",4672808,"107.214.161.52",32.530502319336,-97.307601928711,"2018-04-04 09:25:17","2018-04-04 09:29:14",236,0,1,2,3,3,1,0,1,1,1,0,4,4,3,2,3,4,NA,NA,NA,3,NA,4,3,2,NA,2,"jobs",1
"R_sXtyKla9qWLrHsl",8243339,"65.130.242.47",40.73860168457,-111.8591003418,"2018-04-04 09:42:24","2018-04-04 09:45:45",200,0,3,1,3,2,1,1,0,0,1,1,3,3,5,1,3,NA,3,5,NA,NA,3,NA,NA,1,3,5,"beneficial",1
"R_2Y96LcZ10AvDtny",123507,"172.58.173.225",27.789901733398,-82.677299499512,"2018-04-04 09:45:33","2018-04-04 09:46:09",36,0,1,1,5,5,1,1,0,0,1,1,5,5,5,5,5,NA,5,5,NA,NA,5,NA,NA,5,5,5,"beneficial",1
"R_DMg7bNQLTwCeEmZ",4644617,"76.217.138.112",29.317092895508,-98.55549621582,"2018-04-04 09:49:59","2018-04-04 09:50:53",54,0,2,2,4,4,1,0,1,0,1,1,2,2,4,4,4,2,NA,4,NA,NA,NA,2,NA,4,4,4,"recommender",0
"R_1j9WwQRrz1Hjjso",7117747,"73.251.153.160",37.801498413086,-79.512298583984,"2018-04-04 10:01:17","2018-04-04 10:05:30",252,0,0,1,1,3,1,0,1,1,1,0,1,5,4,1,1,1,NA,NA,NA,1,NA,5,4,1,NA,2,"jobs",1
"R_31TXuQjTtLBSPLy",8788064,"66.30.103.226",43.234497070312,-71.52269744873,"2018-04-04 10:05:00","2018-04-04 10:09:28",268,0,2,1,1,3,1,1,0,1,1,0,1,2,4,2,4,NA,2,NA,NA,4,1,NA,4,2,NA,4,"recommender",0
"R_1qbalqtltYN0u27",4537890,"73.204.160.52",25.597396850586,-80.403099060059,"2018-04-04 10:09:52","2018-04-04 10:12:34",161,0,3,2,3,1,1,0,1,1,1,0,5,5,5,1,1,5,NA,NA,NA,1,NA,5,5,1,NA,3,"oversight",1
"R_3pb4wEij9JpgWgX",2552412,"174.49.90.174",34.228103637695,-84.178001403809,"2018-04-04 10:15:15","2018-04-04 10:19:36",260,1,1,1,3,3,1,0,1,1,1,0,1,4,3,2,3,1,NA,NA,NA,3,NA,4,3,2,NA,3,"oversight",1
"R_3PBpefFQLkYtCCB",4111838,"72.21.159.196",33.850204467773,-117.79119873047,"2018-04-04 10:21:03","2018-04-04 10:23:12",128,1,2,3,3,3,0,0,1,0,1,1,4,2,5,2,3,4,NA,5,NA,NA,NA,2,NA,2,3,2,"jobs",1
"R_2wbkzCsL3UijsC9",3198097,"146.166.62.160",41.139999389648,-104.82029724121,"2018-04-04 10:21:55","2018-04-04 10:24:18",142,0,1,1,2,2,1,0,0,1,1,1,4,5,5,2,2,4,5,NA,NA,NA,NA,NA,5,2,2,4,"recommender",0
"R_1jeTYmiR26snwpP",3726336,"104.181.201.6",42.704193115234,-84.409797668457,"2018-04-04 10:24:19","2018-04-04 10:27:47",207,1,3,2,4,4,1,0,1,1,0,1,4,4,5,3,4,4,NA,NA,3,NA,NA,4,5,NA,4,3,"oversight",1
"R_2QXqMmXjXWGweQ5",9127196,"172.58.137.80",41.776306152344,-87.637603759766,"2018-04-04 10:31:07","2018-04-04 10:35:18",251,0,1,1,2,4,1,0,1,1,0,1,3,2,3,2,4,3,NA,NA,2,NA,NA,2,3,NA,4,2,"jobs",1
"R_27WCE5bBI4sblO8",8225680,"72.241.211.112",41.705902099609,-83.637603759766,"2018-04-04 10:32:16","2018-04-04 10:35:52",216,0,1,3,3,3,1,1,0,1,1,0,3,4,5,2,4,NA,4,NA,NA,4,3,NA,5,2,NA,3,"oversight",1
"R_1GNwwhnbW1S4a5f",6708237,"66.50.50.133",18.360992431641,-66.253402709961,"2018-04-04 10:38:28","2018-04-04 10:43:46",318,0,2,1,4,4,1,0,0,1,1,1,2,2,3,3,4,2,2,NA,NA,NA,NA,NA,3,3,4,4,"recommender",0
"R_1LzLwJgN7gOqfma",5742560,"99.183.214.202",38.649993896484,-90.533401489258,"2018-04-04 10:46:59","2018-04-04 10:48:44",104,1,2,2,4,4,0,1,0,1,0,1,3,3,4,2,4,NA,3,NA,2,NA,3,NA,4,NA,4,1,"undesirable",1
"R_2saxPTb8NAsF75k",694249,"173.67.37.181",39.204299926758,-76.88330078125,"2018-04-04 10:46:37","2018-04-04 10:48:49",131,0,4,2,2,3,1,0,1,0,1,1,2,4,4,3,2,2,NA,4,NA,NA,NA,4,NA,3,2,4,"recommender",0
"R_2X6Y3EZQpTc9BxI",4073436,"98.14.72.116",40.726699829102,-73.998100280762,"2018-04-04 10:47:59","2018-04-04 10:51:44",225,1,3,2,3,3,1,0,1,0,1,1,4,2,2,3,3,4,NA,2,NA,NA,NA,2,NA,3,3,4,"recommender",0
"R_1I9SlhVmTyZlovs",1334505,"166.182.86.204",37.751007080078,-97.821998596191,"2018-04-04 10:46:32","2018-04-04 10:52:03",330,0,1,1,3,5,1,1,1,0,0,1,3,4,4,3,5,NA,NA,4,3,NA,3,4,NA,NA,5,2,"jobs",1
"R_2sbBbPEJzcH9dXh",8784209,"179.53.192.154",18.466705322266,-69.900001525879,"2018-04-04 10:49:02","2018-04-04 10:56:08",426,1,4,2,2,4,1,0,1,1,1,0,5,4,4,5,4,5,NA,NA,NA,4,NA,4,4,5,NA,2,"jobs",1
"R_d6WKuw9JL4KaYtr",4143300,"104.152.199.4",40.942092895508,-90.377998352051,"2018-04-04 11:03:02","2018-04-04 11:04:50",108,1,2,1,4,4,0,1,0,1,0,1,2,4,4,2,5,NA,4,NA,2,NA,2,NA,4,NA,5,3,"oversight",1
"R_2Ug8IfOjacyCpYg",2569197,"207.224.16.31",45.136901855469,-122.8224029541,"2018-04-04 11:07:46","2018-04-04 11:10:49",183,1,1,1,3,5,1,0,1,1,0,1,2,3,4,4,5,2,NA,NA,4,NA,NA,3,4,NA,5,5,"beneficial",1
"R_Wqbn07S7UUxsBpf",3246803,"69.133.40.218",39.428497314453,-84.648696899414,"2018-04-04 11:13:04","2018-04-04 11:16:17",193,1,4,4,3,4,1,0,1,1,0,1,3,4,3,2,4,3,NA,NA,2,NA,NA,4,3,NA,4,2,"jobs",1
"R_1QmFIQ6d44vIFSc",5367239,"37.228.247.108",53.333099365234,-6.2489013671875,"2018-04-04 11:19:10","2018-04-04 11:20:27",76,0,3,3,3,4,0,0,1,1,1,0,4,5,4,4,4,4,NA,NA,NA,4,NA,5,4,4,NA,3,"oversight",1
"R_2cnJfZGxZMn3B8i",4191201,"96.36.31.122",43.690093994141,-86.469200134277,"2018-04-04 11:14:54","2018-04-04 11:21:43",409,1,1,1,3,3,1,0,0,1,1,1,5,5,5,1,3,5,5,NA,NA,NA,NA,NA,5,1,3,4,"recommender",0
"R_1hWsZrb2a1PgIWs",1174210,"74.65.198.148",40.702102661133,-73.94229888916,"2018-04-01 14:49:51","2018-04-04 11:32:21",247349,1,1,1,2,3,0,1,1,0,1,0,2,3,5,2,3,NA,NA,5,NA,3,2,3,NA,2,NA,1,"undesirable",1
"R_2aff1zu3ALhK8Uy",7117755,"204.42.21.226",40.549392700195,-89.625198364258,"2018-04-04 11:35:04","2018-04-04 11:39:18",254,0,1,1,3,2,1,1,0,1,1,0,4,1,5,3,2,NA,1,NA,NA,2,4,NA,5,3,NA,4,"recommender",0
"R_sEYt6oQDKy7RqqB",4112489,"72.128.208.91",42.649597167969,-88.298500061035,"2018-04-04 11:42:22","2018-04-04 11:45:22",179,1,1,1,1,3,1,1,0,0,1,1,3,4,4,3,3,NA,4,4,NA,NA,3,NA,NA,3,3,4,"recommender",0
"R_dm3ekIZC4cD1WPT",4456914,"104.178.141.12",42.112106323242,-88.343101501465,"2018-04-04 11:42:24","2018-04-04 11:45:46",201,0,1,2,3,4,1,0,0,1,1,1,3,5,5,4,3,3,5,NA,NA,NA,NA,NA,5,4,3,5,"beneficial",1
"R_NUXcsAiypOkahd7",4517564,"47.221.52.247",30.054000854492,-95.222999572754,"2018-04-04 11:46:01","2018-04-04 11:47:12",71,0,2,2,3,3,1,1,0,1,1,0,3,2,3,3,2,NA,2,NA,NA,2,3,NA,3,3,NA,3,"oversight",0
"R_3Gs7CjLGElUu0hZ",4795979,"24.237.34.74",64.900604248047,-148.16130065918,"2018-04-04 11:46:47","2018-04-04 11:49:38",171,0,1,1,3,3,1,1,0,1,1,0,4,5,5,3,3,NA,5,NA,NA,3,4,NA,5,3,NA,1,"undesirable",1
"R_2S5Ydr1TQuzatYz",1413729,"68.228.160.155",35.518493652344,-97.642799377441,"2018-04-04 11:52:37","2018-04-04 11:55:50",193,0,2,2,1,3,0,1,1,0,1,0,4,3,4,2,2,NA,NA,4,NA,2,4,3,NA,2,NA,1,"undesirable",1
"R_BFUMLMaWHeQwxrj",7318604,"72.66.99.26",38.908401489258,-77.120101928711,"2018-04-04 12:00:05","2018-04-04 12:03:59",233,0,3,1,3,4,1,0,1,1,1,0,1,2,5,2,5,1,NA,NA,NA,5,NA,2,5,2,NA,4,"recommender",0
"R_12tFOUv4CrBxsR0",9143563,"162.192.214.182",37.148895263672,-93.26139831543,"2018-04-04 12:03:13","2018-04-04 12:06:38",205,1,2,1,4,NA,0,0,1,1,0,1,5,5,5,1,2,5,NA,NA,1,NA,NA,5,5,NA,2,3,"oversight",1
"R_2WCpgvIRrAqXGx5",8428853,"216.14.35.107",33.89990234375,-117.44049835205,"2018-04-04 12:05:31","2018-04-04 12:07:52",140,1,2,1,3,3,0,1,0,0,1,1,5,5,5,2,2,NA,5,5,NA,NA,5,NA,NA,2,2,4,"recommender",0
"R_3fTTXTmAeuMm4Sf",463749,"172.251.96.63",34.250106811523,-119.16079711914,"2018-04-04 12:03:53","2018-04-04 12:07:54",240,0,2,1,1,2,0,1,1,0,0,1,2,5,1,2,3,NA,NA,1,2,NA,2,5,NA,NA,3,5,"beneficial",1
"R_2rYp1Snthvg7qHI",7802462,"47.39.178.134",34.053497314453,-84.065902709961,"2018-04-04 12:06:43","2018-04-04 12:10:14",211,0,2,2,2,3,1,0,1,1,0,1,3,2,4,4,2,3,NA,NA,4,NA,NA,2,4,NA,2,2,"jobs",1
"R_QhnKs84SZcJn8id",7191889,"64.107.3.126",41.740295410156,-87.653999328613,"2018-04-04 12:13:42","2018-04-04 12:16:53",190,1,0,2,2,4,1,1,0,0,1,1,4,4,4,3,3,NA,4,4,NA,NA,4,NA,NA,3,3,1,"undesirable",0
"R_1OwacPFHQS6m95L",1087933,"96.41.86.247",33.811492919922,-118.1867980957,"2018-04-04 12:08:55","2018-04-04 12:17:12",497,1,3,1,2,3,1,0,1,1,0,1,4,4,3,4,5,4,NA,NA,4,NA,NA,4,3,NA,5,5,"beneficial",0
"R_22rkGZlkDzYR6Ij",2152852,"71.238.124.96",43.92919921875,-123.08670043945,"2018-04-04 12:13:17","2018-04-04 12:18:27",309,1,1,1,2,5,1,1,1,0,0,1,2,1,2,4,5,NA,NA,2,4,NA,2,1,NA,NA,5,2,"jobs",1
"R_31LU1M1dFND50QK",4726717,"69.236.79.82",37.369705200195,-122.02140045166,"2018-04-04 12:16:57","2018-04-04 12:22:36",338,0,0,1,3,3,1,1,1,1,0,0,4,5,4,1,3,NA,NA,NA,1,3,4,5,4,NA,NA,3,"oversight",1
"R_23eEzZtyKhgBUOf",5710307,"169.139.19.126",25.786804199219,-80.206199645996,"2018-04-04 12:26:09","2018-04-04 12:28:18",128,1,1,2,5,3,1,0,0,1,1,1,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,3,3,3,4,"recommender",0
"R_VRws59NBgcg8td7",7910326,"72.87.61.217",44.36669921875,-68.745399475098,"2018-04-04 12:30:22","2018-04-04 12:35:06",283,1,1,1,2,4,0,0,0,1,1,1,2,3,3,3,4,2,3,NA,NA,NA,NA,NA,3,3,4,3,"oversight",1
"R_3lYo4JGs1imj5Qy",6816984,"73.153.178.107",39.731994628906,-104.98390197754,"2018-04-04 12:36:20","2018-04-04 12:37:42",82,0,0,1,3,4,0,1,0,0,1,1,2,2,3,3,3,NA,2,3,NA,NA,2,NA,NA,3,3,5,"beneficial",0
"R_2vk5CE2mBvcVGCE",4718021,"74.136.170.177",36.919906616211,-84.167900085449,"2018-04-04 12:45:13","2018-04-04 12:48:38",205,0,1,1,2,2,0,1,0,1,1,0,4,3,3,3,2,NA,3,NA,NA,2,4,NA,3,3,NA,3,"oversight",1
"R_d0Y8u7DbtJLNnLr",7612692,"74.142.149.230",38.260299682617,-85.703201293945,"2018-04-04 12:49:30","2018-04-04 12:53:54",264,0,2,1,2,3,1,1,1,1,0,0,3,3,4,3,3,NA,NA,NA,3,3,3,3,4,NA,NA,1,"undesirable",1
"R_1Lzq8ZThlInHaZr",3365598,"64.233.192.9",42.545700073242,-83.216499328613,"2018-04-04 12:56:15","2018-04-04 13:00:18",243,0,1,2,3,4,1,0,1,1,1,0,2,2,4,2,4,2,NA,NA,NA,4,NA,2,4,2,NA,2,"jobs",1
"R_1ClGaiJdanY5Asq",3938482,"70.125.18.129",28.085906982422,-82.726699829102,"2018-04-04 12:59:15","2018-04-04 13:02:06",171,0,4,4,3,4,1,0,0,1,1,1,2,1,5,4,4,2,1,NA,NA,NA,NA,NA,5,4,4,4,"recommender",1
"R_28TCgNBWb07Idno",7822364,"216.249.144.26",36.635498046875,-88.282997131348,"2018-04-04 13:08:16","2018-04-04 13:09:46",89,0,2,2,2,3,1,1,0,0,1,1,2,4,4,3,3,NA,4,4,NA,NA,2,NA,NA,3,3,4,"recommender",0
"R_3s0JYuPchZumyxe",5624348,"12.179.165.179",28.463806152344,-80.672500610352,"2018-04-04 13:13:36","2018-04-04 13:19:35",358,1,4,2,2,3,0,1,1,0,1,0,4,4,5,3,3,NA,NA,5,NA,3,4,4,NA,3,NA,2,"jobs",0
"R_3m7Dk8hv2SVdaI3",1757422,"147.126.10.156",42.010604858398,-87.668601989746,"2018-04-04 13:17:42","2018-04-04 13:20:00",137,0,1,2,3,3,1,0,1,1,0,1,1,2,4,2,4,1,NA,NA,2,NA,NA,2,4,NA,4,2,"jobs",0
"R_2DNC7zyJZalo5i5",1839641,"96.33.153.183",30.400894165039,-90.393600463867,"2018-04-04 13:17:11","2018-04-04 13:23:28",376,1,2,2,2,3,0,1,0,1,0,1,4,4,5,2,3,NA,4,NA,2,NA,4,NA,5,NA,3,3,"oversight",1
"R_2XhrEOx20Xu80sa",2015701,"72.215.148.50",36.882995605469,-76.261001586914,"2018-04-04 13:18:23","2018-04-04 13:23:57",334,1,3,2,4,4,0,0,1,1,0,1,4,4,4,4,4,4,NA,NA,4,NA,NA,4,4,NA,4,5,"beneficial",0
"R_2Sko47IiwS2NVzl",1433855,"75.148.160.116",29.685897827148,-95.300201416016,"2018-04-04 13:27:46","2018-04-04 13:29:23",97,1,4,2,4,4,0,1,0,1,1,0,3,2,3,2,3,NA,2,NA,NA,3,3,NA,3,2,NA,3,"oversight",1
"R_V20ATFaNYfCDwtj",8353502,"192.12.149.141",40.773101806641,-80.395896911621,"2018-04-04 13:29:21","2018-04-04 13:31:56",154,0,2,2,2,2,1,0,1,0,1,1,3,2,2,1,2,3,NA,2,NA,NA,NA,2,NA,1,2,2,"jobs",1
"R_1OCBGLPqM49qWjL",8244023,"205.215.216.15",44.967895507812,-93.088401794434,"2018-04-04 13:31:25","2018-04-04 13:34:42",196,0,4,2,3,3,1,1,1,0,1,0,2,2,4,2,4,NA,NA,4,NA,4,2,2,NA,2,NA,2,"jobs",1
"R_sGNdvQ5DZ3awRY5",522768,"68.59.55.190",30.525207519531,-84.332099914551,"2018-04-04 13:35:00","2018-04-04 13:37:50",170,0,2,3,2,4,0,0,1,0,1,1,3,2,2,3,4,3,NA,2,NA,NA,NA,2,NA,3,4,5,"beneficial",1
"R_3QLU4OgMFsqfTyy",228687,"198.22.162.181",40.758804321289,-73.968002319336,"2018-04-04 13:37:35","2018-04-04 13:39:50",134,1,2,1,4,3,1,1,1,0,0,1,3,3,3,4,3,NA,NA,3,4,NA,3,3,NA,NA,3,2,"jobs",1
"R_1DYEP3582Z7d5Uq",1481970,"75.169.211.137",41.114395141602,-112.05919647217,"2018-04-04 13:43:06","2018-04-04 13:45:45",159,0,3,1,3,3,1,0,1,1,0,1,4,4,5,4,3,4,NA,NA,4,NA,NA,4,5,NA,3,5,"beneficial",1
